receiver_player_name,catch_pct,targets,receptions,pass_touchdown_mean,air_yards_max,air_yards_min,avg_airyds,air_yards_std,yards_after_catch_max,yards_after_catch_min,average_yac,yards_after_catch_std,explosive_yac_pct,mid_yac_pct,short_yac_pct,shortyac_std,screen_pct,screen_std,shortrt_pct,intermediatert_pct,deeprt_pct,deepshots_mean,deepshots_std
B.Cooks,0.5753424657534246,73,42.0,0.047619047619047616,53.0,-6.0,9.857142857142858,10.72396775081674,22.0,-2.0,4.023809523809524,5.593934412087467,0.023809523809523808,0.09523809523809523,0.8809523809523809,0.3277700675615679,0.19047619047619047,0.3974366179316376,0.2857142857142857,0.5,0.09523809523809523,0.023809523809523808,0.15430334996209188
B.Perriman,0.5217391304347826,69,36.0,0.16666666666666666,43.0,-3.0,14.38888888888889,11.071914991874783,17.0,0.0,3.5277777777777777,4.109126505100644,0.0,0.08333333333333333,0.9166666666666666,0.2803059552906941,0.05555555555555555,0.2323106841457232,0.3055555555555556,0.3611111111111111,0.2777777777777778,0.027777777777777776,0.16666666666666666
C.Beasley,0.6261682242990654,107,67.0,0.08955223880597014,27.0,-2.0,6.686567164179104,5.399800656320228,24.0,0.0,4.925373134328358,5.630849639414247,0.04477611940298507,0.1044776119402985,0.8507462686567164,0.3590277841567031,0.029850746268656716,0.17145979772029105,0.7761194029850746,0.208955223880597,0.014925373134328358,0.0,0.0
C.Brate,0.6545454545454545,55,36.0,0.1111111111111111,16.0,-3.0,6.138888888888889,4.343486274396757,24.0,0.0,2.5,4.475329197787736,0.027777777777777776,0.027777777777777776,0.9444444444444444,0.2323106841457232,0.05555555555555555,0.2323106841457232,0.75,0.2222222222222222,0.0,0.0,0.0
C.Carson,0.8043478260869565,46,37.0,0.05405405405405406,13.0,-10.0,-0.7837837837837838,4.961715289959574,19.0,-7.0,7.972972972972973,5.923055173015239,0.0,0.40540540540540543,0.5945945945945946,0.497742652128334,0.4864864864864865,0.5067117097095317,0.4594594594594595,0.05405405405405406,0.0,0.0,0.0
C.Conley,0.5053763440860215,93,47.0,0.10638297872340426,35.0,0.0,11.127659574468085,7.299842229613137,47.0,-2.0,5.361702127659575,9.558573506259217,0.0425531914893617,0.10638297872340426,0.851063829787234,0.3598745798587226,0.0,0.0,0.5531914893617021,0.40425531914893614,0.06382978723404255,0.0,0.0
C.Davis,0.6231884057971014,69,43.0,0.046511627906976744,19.0,-11.0,8.372093023255815,6.440287097319696,29.0,-1.0,5.604651162790698,6.744096306731014,0.046511627906976744,0.16279069767441862,0.7906976744186046,0.41162509149327114,0.13953488372093023,0.350604603563426,0.3953488372093023,0.5348837209302325,0.0,0.0,0.0
C.Godwin,0.7049180327868853,122,86.0,0.10465116279069768,28.0,-4.0,8.790697674418604,7.899540238400722,43.0,0.0,6.709302325581396,7.810801388529436,0.05813953488372093,0.1744186046511628,0.7674418604651163,0.42494064927182096,0.1511627906976744,0.36030842541176944,0.4418604651162791,0.38372093023255816,0.06976744186046512,0.0,0.0
C.Kirk,0.6296296296296297,108,68.0,0.04411764705882353,39.0,-7.0,6.220588235294118,8.990617975929865,30.0,-1.0,4.205882352941177,5.290258080010536,0.029411764705882353,0.08823529411764706,0.8823529411764706,0.3245852354403189,0.22058823529411764,0.4177261916648387,0.5735294117647058,0.17647058823529413,0.058823529411764705,0.0,0.0
C.Kupp,0.7014925373134329,134,94.0,0.10638297872340426,36.0,-5.0,6.627659574468085,7.151184641395961,58.0,-1.0,5.723404255319149,8.709658777952715,0.02127659574468085,0.14893617021276595,0.8297872340425532,0.37783474433782077,0.11702127659574468,0.32316921825641176,0.6170212765957447,0.2872340425531915,0.02127659574468085,0.0,0.0
